CUST_ID,gender,DateOfBirth,State,Contact,Segment
49164086,Male,7/9/1962,OR,691-483-5398,Gold
44050095,Male,6/4/1977,DE,314-298-9257,Platinum
10198314,Female,11/10/1980,WI,176-861-1936,Platinum
84861652,Male,6/4/1978,NY,241-947-3176,Gold
88489646,Female,5/17/1971,WA,278-241-1657,Gold
89364843,Male,1/5/1969,SD,837-432-3471,Gold
29459103,Female,5/5/1986,MS,413-741-7425,Silver
86164274,Male,12/28/1962,SC,843-361-2796,Platinum
41858669,Female,4/23/1969,WY,694-974-1367,Silver
9113953,Female,7/14/1973,IL,123-748-9215,Silver
6984936,Female,4/21/1992,NM,546-428-8532,Platinum
37686146,Male,1/8/1972,OK,974-576-2485,Silver
86088574,Female,2/15/1972,OH,317-643-4523,Gold
73685982,Female,3/12/1998,WV,943-981-6734,Platinum
63279444,Male,10/14/1990,NY,812-481-7352,Gold
84080228,Male,11/10/1969,NV,652-429-1295,Silver
99723844,Female,6/19/1966,HI,457-752-1374,Gold
885337,Male,2/17/1962,HI,321-534-5263,Platinum
22125988,Female,11/23/1993,MS,938-182-5821,Silver
79391302,Male,10/30/1984,UT,425-721-8315,Silver
75483302,Female,6/19/1982,MA,517-792-6423,Platinum
86977672,Female,9/23/1969,KY,539-124-8432,Platinum
7703371,Female,2/7/1997,VT,418-179-2358,Gold
69101618,Male,5/9/1961,CT,628-392-7835,Silver
20681481,Male,10/20/1982,RI,496-453-2738,Gold
9897266,Female,5/30/1974,VT,768-896-9716,Gold
69165409,Female,10/11/1994,NY,843-784-1843,Silver
97226830,Male,10/23/1980,AZ,654-347-5163,Gold
66788290,Male,11/8/1984,KS,735-872-2517,Silver
67697862,Male,1/22/1993,MN,286-291-2315,Silver
69623124,Female,11/25/1967,OR,765-763-6743,Silver
86445910,Female,9/7/1991,RI,728-486-9516,Platinum
48445766,Male,11/21/1980,AR,657-359-2536,Platinum
74787956,Male,6/19/1989,TX,679-514-5894,Gold
45364348,Male,6/13/1967,IA,342-564-3152,Gold
81661419,Male,2/12/1980,ID,486-416-1928,Platinum
78301168,Male,11/28/1999,CT,516-179-8162,Silver
91447671,Male,12/18/1976,IL,298-195-6512,Silver
23445933,Female,1/1/1966,MS,657-568-6495,Platinum
86320995,Male,7/4/1991,IN,978-347-9514,Gold
77134414,Male,7/10/1983,AL,693-239-2865,Silver
71986983,Female,10/15/1982,UT,497-684-3678,Platinum
28528424,Female,3/2/1960,ND,592-738-9582,Platinum
26346266,Male,3/25/1971,NM,397-468-8746,Platinum
71259315,Male,11/6/1986,IA,197-824-7356,Gold
78119838,Male,4/12/1979,AL,268-851-1528,Silver
27598176,Female,1/29/1965,TN,436-192-5639,Platinum
83135621,Male,2/22/1977,NH,986-541-8762,Platinum
51760038,Female,12/9/1989,IN,958-286-8926,Platinum
91002298,Male,4/9/1998,MA,349-124-3976,Gold
16906248,Female,6/20/1962,CA,278-253-8457,Gold
93133213,Male,11/11/1963,NJ,486-592-4186,Silver
18369428,Male,5/3/1993,OK,256-457-9645,Gold
71676845,Male,4/7/1994,IN,549-982-1984,Silver
68067526,Male,8/5/1979,WY,871-381-6378,Silver
97169446,Female,6/5/1975,WY,438-219-7419,Platinum
44453657,Female,12/3/1996,NC,467-984-2893,Gold
32646041,Female,6/7/1979,ID,815-567-6153,Platinum
41946743,Female,9/26/1970,WA,756-245-4789,Gold
74207825,Female,3/15/1965,MI,173-637-9613,Platinum
24247743,Female,5/24/1988,ID,792-136-5173,Silver
69608621,Female,10/21/1968,MD,523-793-4315,Silver
72664684,Female,12/28/1996,ND,964-582-8145,Platinum
18174078,Female,4/7/1985,GA,945-398-3528,Gold
34756508,Male,5/31/1997,RI,182-247-2167,Silver
608461,Male,12/17/1994,AR,963-187-2873,Platinum
12015897,Male,11/16/1971,WA,465-854-9358,Silver
60965575,Female,9/12/1980,OH,526-741-6397,Silver
81634435,Male,7/30/1988,AR,937-675-5842,Gold
67849662,Female,8/25/1991,PA,143-543-9264,Silver
96439036,Male,6/29/1989,AK,359-671-3659,Gold
51033228,Male,10/13/1985,IN,534-462-2657,Gold
58451506,Male,4/22/1968,FL,673-574-7823,Gold
26734721,Male,7/2/1972,CT,659-876-5694,Gold
20923121,Female,7/5/1976,NY,617-927-8491,Silver
56425562,Female,3/18/1963,GA,823-712-3528,Platinum
79174311,Female,5/26/1978,CO,312-798-5213,Platinum
30119782,Female,6/11/1990,WA,753-397-4823,Gold
57267299,Male,2/11/1970,VT,128-576-3825,Silver
90217818,Female,5/18/1980,TN,891-651-8671,Gold
70708127,Female,1/18/1975,TX,189-276-3957,Platinum
75934330,Female,10/9/1987,ME,951-941-3975,Platinum
71288937,Female,7/3/1974,AR,692-817-1972,Gold
81526763,Female,10/9/1984,OH,592-192-8417,Gold
78064067,Female,11/4/1999,MS,713-457-9846,Gold
29854604,Male,9/2/1975,WI,214-457-4352,Gold
8684318,Male,5/28/1969,NE,145-563-2137,Gold
46513280,Female,1/2/1983,CO,124-652-9816,Silver
6104555,Male,10/1/1982,CT,456-218-8516,Gold
51669975,Female,2/5/1988,ND,975-463-9541,Silver
3205230,Male,3/10/1977,NC,352-354-2546,Platinum
87596868,Male,11/18/1961,AZ,573-396-3182,Silver
82089910,Male,10/9/1973,FL,257-248-4825,Silver
57452643,Female,7/10/1981,HI,348-562-2673,Platinum
65208809,Male,4/22/1964,VA,286-128-6132,Platinum
6756905,Male,10/21/1997,NE,924-427-8125,Silver
46850495,Male,8/21/1962,NV,761-193-2346,Platinum
79539873,Female,3/15/1981,ND,459-425-4319,Platinum
42364152,Female,7/7/1996,ID,529-462-1635,Silver
19888166,Male,4/11/1990,WI,712-651-9613,Gold
11256802,Female,10/22/1964,LA,469-345-5617,Silver
61575264,Male,7/12/1995,WY,182-385-1392,Gold
